Lfd. Nr.;Relevent WP years;FGE;series;Fangort bzw. Strom km;Habitat;Fangdatum;Toetungs-datum;Bearbeitungs-datum;Fangmonat;Fangjahr;Quartal;gear;Masse (g) gemessen;Laenge (cm) gemessen;G/B;Kopf;Neuromast;Auge v (mm);Auge h (mm);Brustfl.  (mm);Fett (%-Fatmeter Eel-1, ggf. korrigiert (aus eel-2?));Fett (%, Eel-2);Fett (%, keine Angabe des Programms) ;Otolithen;Sex;Leber (g);Eingeweide (g);Gonadengewicht (g);Schwimmblase (binär);Gewicht Schwimmblase (g);Galle (binär);Muskel;Hirn;TK;representative ;Bemerkungen;Wissenschaftler/Protokollant;Lagerung;Hälterung;Extra ID (Polen ID, Florian Id);Fett % (Labor);Fett (% hinter Anus);Muskel (binär);Muskelgewicht (g);DNA /Gewebeprobe (binär);Fettbeprobung (binär);Vollbeprobung;Leber Histo #;Blut Nr. ;Length (mm)  corrected;Length (cm) corrected;Length class (1cm);Length class (2cm);Length class (5cm);Length class (10cm);Mass (g) corrected;eye_diam_avg ;S1;SF2;SF3;SF4;SF5;SM2 (6);Stage (s.i.);Y/S nach Durif;Pankhurst ;Y/S nach Pankhurst;GSI;HSI;Age (y);Quality of age reading;PCB  (pg TEQ/g ww);Quecksilber Muskel (µg/kg ww);Quecksilber Leber;Pb Muskel (µg/kg dw) ;Cd Muskel (µg/kg dw);PAHs Pyr/380 (regional);PAHs Pyr/ml (physiologisch);A380;EROD;GST;Pseudodactylogyrus (n gesamt);Anguillicola cr. (n gesamt);Hartmannklasse
44;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;139;55;g;n;1;5.7;6;19.5;15.3;16.3;NA;2;f;2.4;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;550;55;55;54;55;50;139;5.85;101.23;107.04;103.66;87.31;94.65;92.73;2;y;4.886961572;y;#WERT!;1.726618705;6;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
45;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;265;53;g;n;1;5.5;5.8;21.5;19.9;21.1;NA;2;f;4.8;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;530;53;53;52;50;50;265;5.65;82.90;85.92;82.60;69.99;73.82;74.74;2;y;4.730542051;y;#WERT!;1.811320755;4;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;5;1
46;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;219;54;g;n;1;5.2;5.5;21;18.4;19.5;NA;2;f;2;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;540;54;54;54;50;50;219;5.35;88.32;92.12;87.92;72.64;77.83;77.53;2;y;4.162973876;y;#WERT!;0.913242009;5;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;1;2
47;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;262;54;g;n;1;6.6;6.1;23.5;19.5;20.7;NA;2;f;3.6;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;540;54;54;54;50;50;262;6.35;90.75;95.47;94.52;83.47;89.04;87.99;2;y;5.864669897;y;#WERT!;1.374045802;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;2
48;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;551;70;g;n;1;7.6;8.3;29;30.7;31.7;NA;1;f;7.8;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;700;70;70;70;70;70;551;7.95;110.51;120.32;123.70;114.85;118.48;109.30;3;y;7.091303917;s;#WERT!;1.415607985;11;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
49;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;612;70;g;n;1;8;8.5;31;28.6;29.5;NA;2;f;8.6;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;700;70;70;70;70;70;612;8.25;106.82;116.36;121.05;114.68;117.57;108.48;3;y;7.636594642;s;#WERT!;1.405228758;9;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;4;3
50;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;102;42;g;n;1;4.7;4.5;14.2;18.8;19.9;NA;2;f;1.8;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;420;42;42;42;40;40;102;4.6;63.58;61.76;54.31;41.02;42.94;52.01;1;y;3.956910747;y;#WERT!;1.764705882;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;2
51;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;122;47;g;n;1;NA;NA;18.4;11.7;12.3;NA;2;f;1.7;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;470;47;47;46;45;40;122;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;1.393442623;5;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
52;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;151;49;g;n;1;NA;NA;19;17.9;19;NA;1;f;3.1;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;490;49;49;48;45;40;151;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;2.052980132;3;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
53;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;91;40;g;n;1;NA;NA;15;25.7;26.6;NA;2;m;1.9;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;400;40;40;40;40;40;91;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;2.087912088;10;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
54;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;441;62;g;n;1;6.3;6.4;23.3;33.8;34.8;NA;2;f;4.6;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;620;62;62;62;60;60;441;6.35;90.66;95.81;93.96;82.23;83.69;81.05;2;y;5.107938297;y;#WERT!;1.0430839;11;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;1
55;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;721;73;g;b;2;6.8;7.1;33;26.1;26.9;NA;2;f;9.4;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;730;73;73;72;70;70;721;6.95;96.32;104.37;106.13;96.61;97.40;87.82;3;y;5.196807505;y;#WERT!;1.303744799;18;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;1
56;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;843;76;g;b;2;8;8.3;34.7;27.1;27.9;NA;2;f;8.8;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;760;76;76;76;75;70;843;8.15;98.11;107.08;111.97;107.30;106.16;95.81;3;y;6.864224935;s;#WERT!;1.043890866;11;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;8
57;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;595;73;g;b;2;7;7.2;33.3;20.2;21.4;NA;1;f;7.1;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;730;73;73;72;70;70;595;7.1;110.95;121.37;123.85;111.79;116.95;104.66;3;y;5.423550879;y;#WERT!;1.193277311;13;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;0
58;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;498;67;g;n;1;6.3;6.3;28.2;28.4;29.2;NA;2;f;7.1;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;670;67;67;66;65;60;498;6.3;99.33;106.76;106.05;92.67;96.34;88.97;2;y;4.652604941;y;#WERT!;1.425702811;9;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;3;1
59;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;148;48;g;b;1;NA;NA;19.9;16.4;17.4;NA;2;f;2.1;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;480;48;48;48;45;40;148;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;1.418918919;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
60;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;148;48;g;b;1;4.8;4.9;19.4;16.4;17.4;NA;1;f;2.6;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;480;48;48;48;45;40;148;4.85;77.71;79.18;73.69;58.81;63.80;67.02;2;y;3.848860062;y;#WERT!;1.756756757;6;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
61;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;153;49;g;n;1;NA;NA;23;22.7;24;NA;2;f;2.2;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;490;49;49;48;45;40;153;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;1.437908497;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
62;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;321;60;g;n;1;NA;NA;25.6;28.2;29;NA;2;f;4.9;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;600;60;60;60;60;60;321;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;1.526479751;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
63;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;80;37;g;n;1;4.5;3.6;16.6;11;11.7;NA;2;u;1.3;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;370;37;37;36;35;30;80;4.05;52.28;48.58;40.93;28.64;31.33;42.15;1;y;3.481754966;y;#WERT!;1.625;4;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;1
64;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;168;48;g;b;1;NA;NA;21;16.9;17.9;NA;2;f;3.4;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;480;48;48;48;45;40;168;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;2.023809524;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
65;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;138;46;g;n;1;4.2;4.2;18.4;27.7;28.5;NA;1;f;2.2;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;460;46;46;46;45;40;138;4.2;69.73;69.57;62.26;46.33;50.37;55.42;1;y;3.011831218;y;#WERT!;1.594202899;4;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;1;2
66;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;99;42;g;n;1;5.3;6;17.8;13.3;14.1;NA;2;u;1.6;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;420;42;42;42;40;40;99;5.65;71.94;72.11;68.51;58.56;63.03;69.85;2;y;5.969493541;y;#WERT!;1.616161616;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;1
67;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;118;43;g;n;1;NA;NA;19.1;16.7;17.8;NA;2;f;2.8;NA;NA;1;NA;NA;;;NA;NA;Augen nicht meßbar, verpilzt;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;430;43;43;42;40;40;118;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;2.372881356;6;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
68;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;399;62;g;b;1;6.8;7.5;24.1;14;14.8;NA;2;f;9.3;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;620;62;62;62;60;60;399;7.15;100.12;107.03;107.52;97.29;100.86;96.73;3;y;6.476051227;y;#WERT!;2.330827068;9;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;1;2
69;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;03.05.2011;03.05.2011;4;2011;2;Reuse;164;48;g;b;1;4.5;4.5;19.8;10.1;11;NA;1;f;3.1;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;480;48;48;48;45;40;164;4.5;74.29;75.20;68.95;53.39;57.98;61.41;2;y;3.313398502;y;#WERT!;1.890243902;9;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
70;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;135;48;g;n;1;5.2;5.6;19.3;9.7;10.6;NA;2;f;1.4;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;480;48;48;48;45;40;135;5.4;82.10;84.37;80.24;66.73;72.26;75.12;2;y;4.771293843;y;#WERT!;1.037037037;6;4;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;2
71;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;105;43;g;n;1;5;5.4;17.6;21;22.2;NA;2;f;1.3;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;430;43;43;42;40;40;105;5.2;71.09;71.07;66.22;54.39;58.65;65.15;1;y;4.938875893;y;#WERT!;1.238095238;5;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;1
72;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;240;54;g;n;1;5.2;5.2;22;16;17;NA;1;f;3.2;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;540;54;54;54;50;50;240;5.2;85.83;89.34;85.07;69.88;74.92;74.55;2;y;3.932808581;y;#WERT!;1.333333333;6;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;7;2
73;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;560;67;g;n;1;7.4;7.4;30;25.8;26.7;NA;2;f;7.1;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;670;67;67;66;65;60;560;7.4;99.84;107.80;110.33;101.91;104.94;97.55;3;y;6.419164691;y;#WERT!;1.267857143;9;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
74;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;471;64;g;b;1;7.3;7.4;27;15.4;16.4;NA;1;f;5.2;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;640;64;64;64;60;60;471;7.35;100.08;107.50;109.23;100.24;103.69;98.10;3;y;6.629558169;s;#WERT!;1.10403397;11;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;2;1
75;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;250;54;g;n;1;5.7;6;24.5;15.3;16.3;NA;2;f;4.5;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;540;54;54;54;50;50;250;5.85;89.89;94.49;92.68;79.84;86.24;84.57;2;y;4.977460861;y;#WERT!;1.8;10;4;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;1;3
76;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;177;51;g;n;1;4.9;4.7;24;16.6;17.7;NA;2;f;3.1;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;510;51;51;50;50;50;177;4.8;84.38;87.66;83.39;67.41;74.87;74.28;2;y;3.548151703;y;#WERT!;1.751412429;4;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;3;2
77;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;172;50;g;n;1;5.2;5.5;23.5;9.7;10.6;NA;2;f;2.5;NA;NA;0;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;500;50;50;50;50;50;172;5.35;85.25;88.65;85.65;71.83;79.09;79.17;2;y;4.496011786;y;#WERT!;1.453488372;7;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;;
78;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;152;49;g;n;1;5.5;6.2;19.5;6.8;7.3;NA;2;f;1.8;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;490;49;49;48;45;40;152;5.85;85.31;88.25;85.21;72.89;78.36;80.66;2;y;5.48536503;y;#WERT!;1.184210526;12;4;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
79;before 2020;Ems;Ems;Gr. Meer u. angrenzende;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;124;44;g;n;1;5.5;5.8;17;7.6;8.2;NA;2;f;1.7;NA;NA;1;NA;NA;;;NA;NA;NA;JDP;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;440;44;44;44;40;40;124;5.65;73.58;74.03;69.99;59.36;63.02;69.43;2;y;5.698152925;y;#WERT!;1.370967742;11;4;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;3
80;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;177;51;g;n;1;5.1;5;26.5;22.8;24.1;NA;2;f;2.7;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;510;51;51;50;50;50;177;5.05;87.31;91.41;88.63;73.53;82.55;80.57;2;y;3.927375816;y;#WERT!;1.525423729;12;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;1
81;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;283;58;g;n;1;5.7;5.2;27;14.5;15.4;NA;2;f;4.8;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;580;58;58;58;55;50;283;5.45;95.32;101.25;99.00;83.36;90.98;86.13;2;y;4.022118784;y;#WERT!;1.696113074;7;3;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;1
82;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;154;50;g;n;1;4.8;5;20;19.6;20.8;NA;2;f;3;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;500;50;50;50;50;50;154;4.9;82.55;84.99;79.70;63.90;69.54;71.23;2;y;3.771481981;y;#WERT!;1.948051948;6;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
83;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;232;55;g;n;1;5.8;6.3;20.5;27.8;28.6;NA;2;f;3.5;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;550;55;55;54;55;50;232;6.05;92.91;97.58;94.86;81.39;86.32;85.68;2;y;5.226824777;y;#WERT!;1.50862069;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;1;2
84;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;135;47;g;n;1;6.1;5;20.3;17.8;18.9;NA;2;f;2.3;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;470;47;47;46;45;40;135;5.55;81.13;83.34;79.99;67.61;73.54;76.49;2;y;5.147282325;y;#WERT!;1.703703704;7;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
85;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;236;52;g;n;1;5;5.2;22.5;24;25.1;NA;2;f;3.6;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;520;52;52;52;50;50;236;5.1;81.18;83.88;79.66;65.32;70.28;70.92;2;y;3.928501198;y;#WERT!;1.525423729;8;1;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;4;2
86;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;186;50;g;n;1;5.2;5.6;19;22.9;24.2;NA;1;f;3.1;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;500;50;50;50;50;50;186;5.4;81.25;83.46;79.01;65.47;69.62;72.33;2;y;4.580442089;y;#WERT!;1.666666667;7;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;1
87;before 2020;Ems;Ems;Emden/Binnenh.;T;10.-27.04.2011;04.05.2011;04.05.2011;4;2011;2;Reuse;93;43;g;n;1;4.3;4.2;19.3;17.8;18.9;NA;2;u;1.3;NA;NA;1;NA;NA;;;NA;NA;NA;MF;Ahrensburg -20°C;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;430;43;43;42;40;40;93;4.25;68.16;67.70;61.10;46.14;51.50;57.14;1;y;3.299128913;y;#WERT!;1.397849462;6;2;#NV;#NV;#NV;;;#NV;#NV;#NV;#NV;#NV;;0;2
